customer_id,purchases
525,2
526,3
527,12
528,7
529,0
530,14
531,11
532,17
533,8
534,8
535,12
536,18
537,0
538,8
539,6
540,1
541,18
542,9
543,1
544,10
545,10
546,6
547,12
548,8
549,9
550,15
551,6
552,3
553,17
554,7
555,12
556,8
557,13
558,10
559,19
560,8
561,4
562,2
563,1
564,12
565,13
566,10
567,10
568,1
569,7
570,0
571,5
572,6
573,15
574,11
575,13
576,5
577,3
578,7
579,6
580,14
581,10
582,13
583,12
584,16
585,10
586,19
587,10
588,14
589,12
590,15
591,4
592,9
593,13
594,6
595,9
596,2
597,18
598,12
599,5
600,1
601,19
602,2
603,17
604,13
605,12
606,12
607,13
608,19
609,2
610,18
611,2
612,2
613,17
614,16
615,15
616,12
617,0
618,19
619,5
620,5
621,12
622,15
623,2
624,15
625,1
626,5
627,7
628,11
629,15
630,6
631,12
632,8
633,13
634,9
635,6
636,18
637,14
638,11
639,6
640,18
641,5
642,4
643,2
644,19
645,19
646,10
647,3
648,8
649,14
650,10
651,7
652,0
653,4
654,6
655,19
656,11
657,12
658,3
659,3
660,0
661,5
662,13
663,10
664,5
665,17
666,13
667,17
668,13
669,15
670,7
671,9
672,1
673,13
674,1
675,6
676,7
677,10
678,13
679,1
680,11
681,5
682,4
683,10
684,13
685,8
686,2
687,0
688,7
689,6
690,0
691,17
692,2
693,13
694,18
695,6
696,18
697,3
698,4
699,18
700,13
701,17
702,19
703,18
704,7
705,7
706,19
707,4
708,16
709,19
710,12
711,13
712,1
713,6
714,13
715,11
716,12
717,15
718,6
719,4
720,19
721,7
722,13
723,7
724,2
725,12
726,17
727,13
728,5
729,9
730,13
731,0
732,11
733,6
734,10
735,11
736,10
737,3
738,9
739,13
740,15
741,19
742,18
743,3
744,15
745,9
746,2
747,19
748,14
749,17
750,3
751,3
752,15
753,15
754,13
755,0
756,14
757,12
758,4
759,16
760,8
761,18
762,2
763,18
764,4
765,4
766,12
767,7
768,15
769,2
770,11
771,9
772,18
773,12
774,19
775,14
776,13
777,10
778,11
779,10
780,9
781,5
782,9
783,10
784,17
785,15
786,9
787,4
788,11
789,13
790,10
791,16
792,5
793,10
794,0
795,7
796,18
797,15
798,5
799,18
800,16
801,2
802,18
803,13
804,11
805,12
806,13
807,5
808,17
809,18
810,18
811,9
812,6
813,16
814,10
815,1
816,0
817,9
818,2
819,15
820,0
821,16
822,9
823,10
824,4
825,7
826,13
827,13
828,5
829,17
830,12
831,0
832,0
833,8
834,7
835,1
836,3
837,18
838,14
839,16
840,8
841,2
842,9
843,5
844,11
845,6
846,1
847,17
848,0
849,7
850,17
851,9
852,2
853,18
854,7
855,12
856,5
857,13
858,16
859,0
860,7
861,7
862,0
863,5
864,5
865,5
866,1
867,4
868,8
869,10
870,4
871,1
872,12
873,16
874,4
875,17
876,11
877,0
878,17
879,19
880,0
881,10
882,1
883,4
884,9
885,14
886,15
887,7
888,4
889,11
890,14
891,11
892,2
893,13
894,18
895,15
896,11
897,17
898,5
899,8
900,16
901,14
902,16
903,17
904,11
905,8
906,19
907,11
908,10
909,10
910,0
911,9
912,4
913,15
914,18
915,5
916,0
917,0
918,4
919,8
920,14
921,14
922,4
923,14
924,7
925,7
926,16
927,7
928,3
929,17
930,4
931,15
932,6
933,2
934,1
935,6
936,0
937,13
938,3
939,17
940,5
941,17
942,9
943,14
944,16
945,9
946,12
947,14
948,12
949,4
950,10
951,14
952,4
953,12
954,9
955,12
956,1
957,10
958,4
959,12
960,14
961,10
962,10
963,4
964,3
965,16
966,13
967,9
968,11
969,4
970,17
971,2
972,0
973,5
974,0
975,1
976,0
977,10
978,6
979,18
980,14
981,11
982,0
983,10
984,15
985,9
986,18
987,13
988,8
989,7
990,11
991,11
992,8
993,15
994,10
995,18
996,16
997,16
998,9
999,14
1000,19
1001,15
1002,15
1003,13
1004,10
1005,3
1006,17
1007,16
1008,18
1009,12
1010,10
1011,5
1012,0
1013,8
1014,11
1015,13
1016,0
1017,5
1018,5
1019,3
1020,12
1021,19
1022,11
1023,6
1024,1
1025,16
1026,18
1027,4
1028,2
1029,13
1030,0
1031,14
1032,3
1033,0
1034,2
1035,7
1036,2
1037,7
1038,11
1039,17
1040,12
1041,6
1042,12
1043,17
1044,1
1045,10
1046,0
1047,11
1048,12
1049,8
1050,3
1051,3
1052,9
1053,4
1054,11
1055,14
1056,14
1057,9
1058,6
1059,18
1060,5
1061,14
1062,7
1063,7
1064,8
1065,2
1066,13
1067,7
1068,3
1069,6
1070,1
1071,10
1072,5
1073,10
1074,10
1075,11
1076,12
1077,2
1078,9
1079,19
1080,19
1081,9
1082,18
1083,18
1084,3
1085,8
1086,9
1087,1
1088,12
1089,15
1090,5
1091,3
1092,12
1093,6
1094,14
1095,8
1096,5
1097,6
1098,0
1099,12
1100,7
1101,7
1102,10
1103,11
1104,9
1105,3
1106,11
1107,19
1108,12
1109,3
1110,8
1111,18
1112,16
1113,5
1114,7
1115,6
1116,16
1117,2
1118,11
1119,16
1120,5
1121,6
1122,1
1123,7
1124,9
1125,3
1126,11
1127,2
1128,9
1129,6
1130,12
1131,15
1132,9
1133,13
1134,1
1135,15
1136,19
1137,9
1138,6
1139,6
1140,7
1141,19
1142,5
1143,0
1144,2
1145,14
1146,0
1147,5
1148,1
1149,12
1150,0
1151,10
1152,12
1153,6
1154,14
1155,14
1156,16
1157,14
1158,12
1159,18
1160,10
1161,9
1162,19
1163,5
1164,10
1165,2
1166,3
1167,4
1168,9
1169,12
1170,12
1171,14
1172,12
1173,17
1174,1
1175,11
1176,6
1177,19
1178,7
1179,2
1180,9
1181,13
1182,14
1183,8
1184,3
1185,13
1186,1
1187,10
1188,12
1189,12
1190,0
1191,10
1192,16
1193,5
1194,3
1195,10
1196,1
1197,14
1198,1
1199,1
1200,19
1201,15
1202,10
1203,18
1204,16
1205,16
1206,11
1207,2
1208,10
1209,5
1210,1
1211,18
1212,14
1213,3
1214,2
1215,18
1216,7
1217,18
1218,16
1219,2
1220,19
1221,17
1222,16
1223,0
1224,17
1225,8
1226,8
1227,15
1228,14
1229,14
1230,9
1231,13
1232,1
1233,11
1234,2
1235,6
1236,2
1237,17
1238,18
1239,3
1240,6
1241,0
1242,13
1243,9
1244,12
1245,7
1246,4
1247,3
1248,1
1249,14
1250,3
1251,5
1252,1
1253,8
1254,6
1255,11
1256,9
1257,19
1258,16
1259,10
1260,9
1261,16
1262,11
1263,17
1264,6
1265,0
1266,12
1267,18
1268,4
1269,19
1270,0
1271,1
1272,16
1273,3
1274,15
1275,8
1276,9
1277,5
1278,12
1279,1
1280,19
1281,12
1282,5
1283,10
1284,1
1285,3
1286,10
1287,12
1288,11
1289,10
1290,2
1291,17
1292,1
1293,16
1294,2
1295,14
1296,12
1297,8
1298,16
1299,9
1300,15
1301,9
1302,14
1303,15
1304,14
1305,16
1306,2
1307,6
1308,6
1309,4
1310,17
1311,14
1312,12
1313,17
1314,8
1315,5
1316,7
1317,8
1318,12
1319,17
1320,17
1321,6
1322,7
1323,7
1324,18
1325,10
1326,13
1327,6
1328,17
1329,6
1330,10
1331,1
1332,12
1333,13
1334,9
1335,9
1336,7
1337,19
1338,1
1339,2
1340,1
1341,18
1342,18
1343,11
1344,2
1345,7
1346,5
1347,17
1348,10
1349,2
1350,6
1351,9
1352,12
1353,8
1354,9
1355,14
1356,7
1357,2
1358,5
1359,14
1360,19
1361,11
1362,9
1363,3
1364,17
1365,12
1366,7
1367,8
1368,10
1369,13
1370,9
1371,19
1372,15
1373,16
1374,13
1375,0
1376,1
1377,3
1378,18
1379,17
1380,13
1381,4
1382,5
1383,4
1384,15
1385,6
1386,10
1387,0
1388,14
1389,4
1390,14
1391,15
1392,7
1393,14
1394,7
1395,16
1396,3
1397,4
1398,5
1399,7
1400,16
1401,3
1402,2
1403,15
1404,1
1405,3
1406,5
1407,16
1408,6
1409,8
1410,3
1411,10
1412,1
1413,15
1414,11
1415,3
1416,8
1417,9
1418,16
1419,7
1420,12
1421,8
1422,19
1423,14
1424,5
1425,14
1426,0
1427,0
1428,9
1429,12
1430,9
1431,12
1432,2
1433,2
1434,11
1435,7
1436,3
1437,12
1438,19
1439,15
1440,5
1441,3
1442,0
1443,18
1444,1
1445,0
1446,6
1447,13
1448,11
1449,11
1450,2
1451,3
1452,19
1453,17
1454,4
1455,9
1456,11
1457,13
1458,7
1459,7
1460,0
1461,18
1462,6
1463,4
1464,0
1465,7
1466,17
1467,12
1468,11
1469,2
1470,8
1471,7
1472,13
1473,7
1474,1
1475,3
1476,4
1477,6
1478,18
1479,6
1480,18
1481,17
1482,1
1483,16
1484,3
1485,4
1486,0
1487,6
1488,1
1489,11
1490,15
1491,17
1492,8
1493,14
1494,12
1495,12
1496,5
1497,13
1498,5
1499,5
1500,2
1501,9
1502,19
1503,1
1504,13
1505,13
1506,7
1507,5
1508,12
1509,15
1510,14
1511,3
1512,19
1513,16
1514,2
1515,14
1516,9
1517,18
1518,19
1519,18
1520,13
1521,2
1522,5
1523,1
1524,2
1525,4
1526,11
1527,13
1528,6
1529,10
1530,19
1531,11
1532,17
1533,12
1534,12
1535,17
1536,4
1537,19
1538,8
1539,18
1540,0
1541,19
1542,17
1543,7
1544,0
1545,2
1546,13
1547,2
1548,1
1549,16
1550,5
1551,16
1552,10
1553,13
1554,0
1555,10
1556,6
1557,0
1558,8
1559,15
1560,7
1561,9
1562,13
1563,19
1564,4
1565,3
1566,10
1567,19
1568,5
1569,0
1570,12
1571,1
1572,7
1573,0
1574,19
1575,2
1576,0
1577,10
1578,8
1579,7
1580,2
1581,0
1582,2
1583,2
1584,7
1585,17
1586,16
1587,11
1588,3
1589,10
1590,10
1591,9
1592,19
1593,18
1594,16
1595,13
1596,0
1597,12
1598,17
1599,4
1600,15
1601,14
1602,7
1603,14
1604,4
1605,1
1606,5
1607,5
1608,3
1609,19
1610,11
1611,18
1612,7
1613,7
1614,0
1615,7
1616,19
1617,3
1618,15
1619,9
1620,1
1621,16
1622,17
1623,3
1624,16
1625,18
1626,8
1627,6
1628,9
1629,7
1630,5
1631,0
1632,17
1633,1
1634,13
1635,4
1636,1
1637,10
1638,1
1639,16
1640,12
1641,10
1642,13
1643,9
1644,8
1645,14
1646,11
1647,6
1648,0
1649,5
1650,19
1651,19
1652,18
1653,16
1654,15
1655,1
1656,9
1657,19
1658,5
1659,17
1660,13
1661,8
1662,3
1663,7
1664,10
1665,11
1666,17
1667,12
1668,7
1669,8
1670,12
1671,19
1672,9
1673,12
1674,13
1675,16
1676,8
1677,16
1678,13
1679,6
1680,14
1681,11
1682,14
1683,1
1684,5
1685,1
1686,14
1687,11
1688,9
1689,5
1690,5
1691,5
1692,18
1693,3
1694,8
1695,17
1696,12
1697,5
1698,17
1699,13
1700,0
1701,19
1702,10
1703,8
1704,12
1705,4
1706,12
1707,14
1708,5
1709,17
1710,3
1711,3
1712,5
1713,15
1714,17
1715,9
1716,15
1717,19
1718,3
1719,9
1720,11
1721,16
1722,16
1723,18
1724,16
1725,17
1726,0
1727,5
1728,19
1729,1
1730,0
1731,0
1732,1
1733,3
1734,10
1735,10
1736,0
1737,14
1738,17
1739,4
1740,14
1741,4
1742,3
1743,15
1744,13
1745,19
1746,5
1747,15
1748,18
1749,8
1750,17
1751,17
1752,17
1753,10
1754,1
1755,16
1756,5
1757,6
1758,14
1759,12
1760,2
1761,19
1762,4
1763,15
1764,10
1765,15
1766,11
1767,13
1768,1
1769,12
1770,15
1771,2
1772,1
1773,18
1774,4
1775,1
1776,7
1777,15
1778,11
1779,17
1780,4
1781,1
1782,7
1783,6
1784,0
1785,14
1786,15
1787,19
1788,8
1789,19
1790,14
1791,0
1792,15
1793,16
1794,1
1795,1
1796,10
1797,4
1798,14
1799,8
1800,5
1801,8
1802,15
1803,16
1804,0
1805,3
1806,5
1807,9
1808,2
1809,5
1810,0
1811,10
1812,12
1813,16
1814,11
1815,17
1816,8
1817,10
1818,14
1819,16
1820,17
1821,3
1822,7
1823,9
1824,16
1825,17
1826,10
1827,2
1828,12
1829,2
1830,6
1831,10
1832,19
1833,0
1834,5
1835,1
1836,17
1837,10
1838,1
1839,8
1840,14
1841,2
1842,15
1843,10
1844,19
1845,16
1846,7
1847,10
1848,16
1849,2
1850,8
1851,2
1852,11
1853,18
1854,5
1855,7
1856,18
1857,17
1858,6
1859,15
1860,12
1861,16
1862,19
1863,15
1864,13
1865,15
1866,9
1867,18
1868,18
1869,15
1870,1
1871,5
1872,12
1873,10
1874,14
1875,2
1876,2
1877,0
1878,11
1879,11
1880,13
1881,0
1882,1
1883,8
1884,7
1885,19
1886,14
1887,17
1888,12
1889,10
1890,15
1891,10
1892,13
1893,0
1894,2
1895,2
1896,12
1897,4
1898,18
1899,16
1900,6
1901,7
1902,16
1903,1
1904,1
1905,0
1906,15
1907,7
1908,3
1909,8
1910,12
1911,6
1912,1
1913,17
1914,12
1915,13
1916,8
1917,6
1918,18
1919,12
1920,18
1921,17
1922,2
1923,0
1924,12
1925,18
1926,13
1927,1
1928,2
1929,6
1930,2
1931,11
1932,16
1933,2
1934,14
1935,12
1936,5
1937,0
1938,12
1939,14
1940,9
1941,8
1942,10
1943,4
1944,5
1945,17
1946,13
1947,14
1948,2
1949,19
1950,19
1951,18
1952,4
1953,19
1954,9
1955,13
1956,2
1957,5
1958,11
1959,12
1960,4
1961,6
1962,14
1963,5
1964,14
1965,11
1966,3
1967,3
1968,11
1969,14
1970,16
1971,10
1972,10
1973,17
1974,2
1975,7
1976,2
1977,8
1978,12
1979,5
1980,13
1981,1
1982,1
1983,6
1984,8
1985,6
1986,15
1987,5
1988,4
1989,8
1990,12
1991,1
1992,5
1993,12
1994,9
1995,10
1996,7
1997,13
1998,9
1999,4
2000,10
2001,5
2002,13
2003,0
2004,0
2005,11
2006,4
2007,18
2008,10
2009,13
2010,3
2011,4
2012,9
2013,1
2014,18
2015,7
2016,9
2017,18
2018,7
2019,16
2020,15
2021,18
2022,17
2023,6
2024,12
2025,2
2026,13
2027,2
2028,6
2029,3
2030,19
2031,15
2032,1
2033,12
2034,10
2035,15
2036,10
2037,0
2038,1
2039,0
2040,0
2041,14
2042,9
2043,12
2044,6
2045,15
2046,12
2047,14
2048,11
2049,10
2050,14
2051,15
2052,16
2053,10
2054,19
2055,18
2056,13
2057,3
2058,9
2059,15
2060,16
2061,13
2062,9
2063,19
2064,7
2065,9
2066,12
2067,12
2068,19
2069,19
2070,3
2071,13
2072,4
2073,0
2074,10
2075,19
2076,10
2077,5
2078,18
2079,19
2080,12
2081,8
2082,11
2083,11
2084,19
2085,3
2086,10
2087,10
2088,13
2089,12
2090,0
2091,3
2092,1
2093,6
2094,16
2095,5
2096,6
2097,6
2098,3
2099,4
2100,0
2101,15
2102,16
2103,17
2104,2
2105,5
2106,17
2107,0
2108,14
2109,7
2110,1
2111,13
2112,0
2113,15
2114,6
2115,3
2116,2
2117,1
2118,12
2119,8
2120,13
2121,1
2122,6
2123,9
2124,18
2125,3
2126,16
2127,7
2128,6
2129,17
2130,9
2131,2
2132,19
2133,14
2134,3
2135,19
2136,6
2137,5
2138,3
2139,0
2140,3
2141,18
2142,11
2143,14
2144,13
2145,6
2146,0
2147,19
2148,0
2149,5
2150,1
2151,7
2152,0
2153,4
2154,6
2155,6
2156,8
2157,8
2158,0
2159,9
2160,4
2161,10
2162,12
2163,3
2164,15
2165,3
2166,7
2167,19
2168,19
2169,0
2170,6
2171,14
2172,16
2173,16
2174,0
2175,4
2176,10
2177,9
2178,1
2179,10
2180,17
2181,16
2182,17
2183,3
2184,17
2185,10
2186,3
2187,4
2188,1
2189,12
2190,14
2191,2
2192,6
2193,18
2194,15
2195,13
2196,8
2197,15
2198,7
2199,6
2200,2
2201,17
2202,1
2203,18
2204,12
2205,8
2206,13
2207,13
2208,9
2209,18
2210,13
2211,6
2212,16
2213,10
2214,5
2215,0
2216,13
2217,11
2218,6
2219,0
2220,15
2221,16
2222,2
2223,1
2224,9
2225,13
2226,18
2227,3
2228,7
2229,2
2230,1
2231,7
2232,0
2233,17
2234,3
2235,14
2236,15
2237,13
2238,18
2239,6
2240,1
2241,11
2242,16
2243,6
2244,15
2245,12
2246,10
2247,15
2248,18
2249,17
2250,19
2251,18
2252,17
2253,13
2254,10
2255,10
2256,9
2257,7
2258,19
2259,8
2260,15
2261,8
2262,10
2263,3
2264,10
2265,1
2266,1
2267,14
2268,17
2269,12
2270,0
2271,4
2272,16
2273,19
2274,16
2275,17
2276,19
2277,5
2278,0
2279,5
2280,6
2281,9
2282,13
2283,9
2284,2
2285,11
2286,12
2287,16
2288,1
2289,9
2290,12
2291,0
2292,1
2293,5
2294,8
2295,6
2296,14
2297,9
2298,4
2299,16
2300,7
2301,14
2302,1
2303,2
2304,16
2305,12
2306,7
2307,1
2308,0
2309,3
2310,14
2311,1
2312,12
2313,5
2314,15
2315,12
2316,19
2317,8
2318,0
2319,2
2320,12
2321,13
2322,4
2323,18
2324,15
2325,7
2326,12
2327,8
2328,10
2329,16
2330,8
2331,10
2332,14
2333,1
2334,19
2335,8
2336,7
2337,16
2338,18
2339,8
2340,14
2341,8
2342,4
2343,12
2344,14
2345,1
2346,17
2347,4
2348,0
2349,7
2350,14
2351,14
2352,19
2353,3
2354,14
2355,1
2356,11
2357,6
2358,16
2359,14
2360,11
2361,18
2362,12
2363,18
2364,15
2365,4
2366,14
2367,7
2368,7
2369,16
2370,2
2371,19
2372,0
2373,11
2374,11
2375,15
2376,5
2377,7
2378,18
2379,5
2380,11
2381,16
2382,10
2383,18
2384,13
2385,15
2386,3
2387,15
2388,10
2389,6
2390,11
2391,9
2392,14
2393,12
2394,14
2395,18
2396,15
2397,7
2398,10
2399,2
2400,7
2401,13
2402,1
2403,11
2404,10
2405,1
2406,4
2407,12
2408,13
2409,6
2410,1
2411,4
2412,11
2413,18
2414,1
2415,13
2416,19
2417,0
2418,7
2419,10
2420,14
2421,16
2422,3
2423,11
2424,14
2425,10
2426,4
2427,4
2428,18
2429,6
2430,4
2431,2
2432,8
2433,10
2434,11
2435,14
2436,13
2437,8
2438,16
2439,10
2440,10
2441,3
2442,3
2443,16
2444,13
2445,14
2446,18
2447,0
2448,12
2449,2
2450,0
2451,16
2452,13
2453,3
2454,3
2455,1
2456,16
2457,10
2458,7
2459,2
2460,10
2461,13
2462,11
2463,19
2464,16
2465,3
2466,0
2467,10
2468,14
2469,9
2470,8
2471,18
2472,14
2473,18
2474,16
2475,9
2476,17
2477,16
2478,14
2479,9
2480,19
2481,3
2482,15
2483,17
2484,3
2485,9
2486,12
2487,14
2488,12
2489,11
2490,9
2491,19
2492,11
2493,19
2494,14
2495,19
2496,0
2497,10
2498,12
2499,13
2500,18
2501,2
2502,17
2503,8
2504,12
2505,1
2506,4
2507,11
2508,13
2509,7
2510,9
2511,10
2512,14
2513,15
2514,16
2515,13
2516,3
2517,13
2518,15
2519,13
2520,14
2521,16
2522,14
2523,1
2524,19
2525,0
2526,10
2527,18
2528,16
2529,12
2530,15
2531,4
2532,3
2533,1
2534,6
2535,1
2536,5
2537,2
2538,16
2539,2
2540,17
2541,3
2542,0
2543,14
2544,7
2545,15
2546,2
2547,0
2548,5
2549,5
2550,14
2551,8
2552,11
2553,13
2554,13
2555,17
2556,15
2557,18
2558,11
2559,8
2560,6
2561,6
2562,5
2563,11
2564,4
2565,0
2566,12
2567,12
2568,18
2569,0
2570,3
2571,7
2572,17
2573,19
2574,15
2575,16
2576,12
2577,2
2578,2
2579,5
2580,17
2581,15
2582,7
2583,8
2584,16
2585,16
2586,10
2587,6
2588,12
2589,15
2590,7
2591,16
2592,19
2593,15
2594,13
2595,1
2596,1
2597,5
2598,7
2599,2
2600,3
2601,11
2602,0
2603,1
2604,11
2605,15
2606,11
2607,7
2608,10
2609,10
2610,7
2611,11
2612,14
2613,12
2614,16
2615,2
2616,5
2617,8
2618,1
2619,17
2620,18
2621,6
2622,7
2623,15
2624,18
2625,5
2626,17
2627,8
2628,9
2629,12
2630,5
2631,3
2632,5
2633,9
2634,17
2635,17
2636,7
2637,5
2638,15
2639,9
2640,1
2641,19
2642,9
2643,13
2644,4
2645,6
2646,3
2647,11
2648,8
2649,18
2650,7
2651,13
2652,7
2653,5
2654,14
2655,8
2656,14
2657,4
2658,17
2659,7
2660,16
2661,15
2662,5
2663,19
2664,3
2665,3
2666,19
2667,19
2668,12
2669,13
2670,16
2671,18
2672,0
2673,4
2674,6
2675,16
2676,0
2677,5
2678,4
2679,3
2680,3
2681,15
2682,14
2683,14
2684,8
2685,1
2686,6
2687,8
2688,3
2689,8
2690,13
2691,13
2692,13
2693,13
2694,3
2695,0
2696,8
2697,2
2698,7
2699,4
2700,0
2701,13
2702,10
2703,6
2704,12
2705,17
2706,3
2707,3
2708,9
2709,10
2710,14
2711,14
2712,8
2713,1
2714,1
2715,12
2716,4
2717,18
2718,4
2719,19
2720,4
2721,19
2722,2
2723,6
2724,6
2725,17
2726,14
2727,5
2728,14
2729,3
2730,10
2731,3
2732,4
2733,5
2734,14
2735,12
2736,18
2737,9
2738,11
2739,1
2740,18
2741,4
2742,8
2743,7
2744,13
2745,15
2746,7
2747,14
2748,3
2749,13
2750,16
2751,3
2752,10
2753,0
2754,12
2755,16
2756,4
2757,4
2758,8
2759,10
2760,2
2761,2
2762,3
2763,7
2764,17
2765,4
2766,13
2767,5
2768,4
2769,18
2770,15
2771,10
2772,15
2773,10
2774,12
2775,1
2776,1
2777,4
2778,3
2779,16
2780,12
2781,17
2782,5
2783,8
2784,8
2785,7
2786,0
2787,19
2788,1
2789,15
2790,13
2791,15
2792,17
2793,0
2794,19
2795,5
2796,10
2797,1
2798,19
2799,2
2800,14
2801,0
2802,18
2803,10
2804,15
2805,14
2806,1
2807,4
2808,16
2809,9
2810,12
2811,12
2812,1
2813,1
2814,0
2815,15
2816,7
2817,8
2818,6
2819,10
2820,4
2821,19
2822,9
2823,0
2824,13
2825,8
2826,16
2827,16
2828,8
2829,12
2830,5
2831,11
2832,19
2833,2
2834,7
2835,8
2836,19
2837,12
2838,12
2839,13
2840,3
2841,5
2842,10
2843,17
2844,15
2845,18
2846,14
2847,5
2848,17
2849,10
2850,2
2851,5
2852,13
2853,3
2854,2
2855,6
2856,12
2857,11
2858,3
2859,7
2860,14
2861,14
2862,16
2863,3
2864,11
2865,16
2866,1
2867,19
2868,12
2869,14
2870,13
2871,8
2872,13
2873,14
2874,12
2875,9
2876,15
2877,14
2878,9
2879,19
2880,7
2881,9
2882,19
2883,7
2884,18
2885,0
2886,12
2887,7
2888,13
2889,3
2890,13
2891,14
2892,4
2893,17
2894,15
2895,19
2896,4
2897,17
2898,12
2899,15
2900,6
2901,13
2902,13
2903,1
2904,0
2905,11
2906,5
2907,14
2908,15
2909,5
2910,4
2911,4
2912,11
2913,3
2914,18
2915,18
2916,8
2917,9
2918,14
2919,8
2920,1
2921,2
2922,5
2923,5
2924,12
2925,10
2926,15
2927,5
2928,4
2929,1
2930,18
2931,4
2932,8
2933,9
2934,9
2935,8
2936,3
2937,8
2938,4
2939,3
2940,4
2941,8
2942,13
2943,5
2944,2
2945,3
2946,11
2947,7
2948,8
2949,18
2950,11
2951,5
2952,0
2953,16
2954,12
2955,9
2956,19
2957,16
2958,1
2959,2
2960,5
2961,19
2962,13
2963,1
2964,1
2965,16
2966,0
2967,14
2968,5
2969,12
2970,18
2971,12
2972,17
2973,9
2974,8
2975,3
2976,16
2977,9
2978,18
2979,11
2980,3
2981,3
2982,2
2983,16
2984,6
2985,19
2986,12
2987,16
2988,14
2989,2
2990,3
2991,16
2992,6
2993,9
2994,8
2995,16
2996,18
