customer_id,age,income,gender
131,52,99370,0
132,41,50315,0
133,29,56904,1
134,54,83152,1
135,41,54888,0
136,21,75519,1
137,32,61550,0
138,29,105992,0
139,60,68194,0
140,36,74883,1
141,45,25599,0
142,39,142033,0
143,22,94695,1
144,69,54883,1
145,33,58706,1
146,25,41244,0
147,38,114074,1
148,52,25310,0
149,54,133125,0
150,30,35510,0
151,64,30111,1
152,68,140572,1
153,60,103403,0
154,64,122260,0
155,55,20001,0
156,53,26847,0
157,43,103363,1
158,34,109253,0
159,69,131533,0
160,47,31393,0
161,50,53720,1
162,35,72374,1
163,60,80345,0
164,68,65757,0
165,46,148863,0
166,68,64049,0
167,65,67047,0
168,61,60336,0
169,60,63076,0
170,42,114413,0
171,67,86256,0
172,47,34570,0
173,32,146904,1
174,45,108514,1
175,54,69619,1
176,22,126570,1
177,20,56550,1
178,52,39402,0
179,69,69191,0
180,56,65410,1
181,22,61821,1
182,18,61034,1
183,39,82690,1
184,21,99381,0
185,26,98150,0
186,29,79612,0
187,42,51239,0
188,32,86224,1
189,60,43646,1
190,38,148530,0
191,23,106674,1
192,64,41603,0
193,53,54997,1
194,35,140831,1
195,44,36464,1
196,47,147286,0
197,29,96175,0
198,25,144559,1
199,67,22162,0
200,25,102366,0
201,29,68485,0
202,39,60558,1
203,23,32870,1
204,67,82122,0
205,58,54710,0
206,24,35835,1
207,28,85650,0
208,33,46141,0
209,22,105682,0
210,45,139532,1
211,55,98977,0
212,31,93232,1
213,68,43955,0
214,24,71369,1
215,24,131004,0
216,18,82727,1
217,31,39302,0
218,28,53351,1
219,48,118050,0
220,23,132739,0
221,67,114782,0
222,63,122870,1
223,20,137297,0
224,31,70936,0
225,33,39802,1
226,22,34324,1
227,31,146020,1
228,34,138666,1
229,55,143333,1
230,34,96103,1
231,52,40177,1
232,26,33261,1
233,19,108956,1
234,45,129744,0
235,29,33276,0
236,46,96744,0
237,32,124685,1
238,43,101763,0
239,36,56317,0
240,46,143279,1
241,26,111894,0
242,32,36241,1
243,24,113139,0
244,48,24363,1
245,29,107970,0
246,51,81313,1
247,55,135705,0
248,51,41241,0
249,46,140335,0
250,46,103608,0
251,62,130219,1
252,61,88206,0
253,30,115419,0
254,61,79624,1
255,61,138009,1
256,21,87829,1
257,68,61435,1
258,22,78209,0
259,26,134669,0
260,36,105664,0
261,65,26676,0
262,38,26502,0
263,59,75610,0
264,62,89135,0
265,21,82053,1
266,28,30042,1
267,61,127100,0
268,32,120879,1
269,39,34657,0
270,22,85921,0
271,61,105711,1
272,22,126702,0
273,55,111388,1
274,57,40275,0
275,35,26425,1
276,18,111774,1
277,33,66426,1
278,62,46378,1
279,22,117426,0
280,28,42307,1
281,58,120972,1
282,58,101331,1
283,59,41072,0
284,27,90685,0
285,51,60754,0
286,42,131684,1
287,55,143919,0
288,51,124576,0
289,20,67678,0
290,31,122439,0
291,66,133720,1
292,29,107514,1
293,34,37122,0
294,46,74043,0
295,37,91997,0
296,49,91546,1
297,62,56723,1
298,37,97195,0
299,25,89384,1
300,24,130878,1
301,36,54280,0
302,20,52897,0
303,47,46104,0
304,39,66395,1
305,35,143930,0
306,19,22047,0
307,31,132159,0
308,54,97704,0
309,56,127059,1
310,63,133357,1
311,53,28802,1
312,28,67184,0
313,64,140283,1
314,63,132365,0
315,25,141779,1
316,43,146925,1
317,46,82053,0
318,39,70938,1
319,60,120242,0
320,56,66850,0
321,42,59892,1
322,46,96640,0
323,20,43780,0
324,29,124198,0
325,42,65134,0
326,68,149462,1
327,45,128926,0
328,18,67302,0
329,27,98653,1
330,32,48048,0
331,19,49757,1
332,28,108607,1
333,24,100038,1
334,21,143785,1
335,25,119301,0
336,64,80464,0
337,19,54808,0
338,39,65923,0
339,32,82094,0
340,58,65595,1
341,22,102481,0
342,68,28895,0
343,32,108691,0
344,50,126787,1
345,69,117740,0
346,60,42871,0
347,20,20411,0
348,47,107163,0
349,35,76537,1
350,47,23275,0
351,31,105090,1
352,55,21592,1
353,52,71720,0
354,25,118338,1
355,25,107539,0
356,40,141593,0
357,26,145595,1
358,66,39642,1
359,42,31568,0
360,29,64953,0
361,43,122833,0
362,40,45781,0
363,64,33843,0
364,35,88289,0
365,69,87429,1
366,61,98772,1
367,57,93781,0
368,64,125801,0
369,29,138609,0
370,43,104557,0
371,44,114987,0
372,24,35004,0
373,57,47814,1
374,57,146276,0
375,66,97179,0
376,33,64941,1
377,60,127814,1
378,47,35568,1
379,59,38958,0
380,21,75446,1
381,24,48013,1
382,27,132483,1
383,40,111059,1
384,30,103048,1
385,40,127093,1
386,53,131254,0
387,35,82388,0
388,62,39003,0
389,55,61310,0
390,48,139845,0
391,30,128777,1
392,40,38050,1
393,34,41889,1
394,60,87797,0
395,19,102450,1
396,62,140433,0
397,43,37213,0
398,46,63370,0
399,32,52907,0
400,44,96976,1
401,19,59630,1
402,25,136441,0
403,67,55768,0
404,37,145103,1
405,46,92921,1
406,66,42953,1
407,62,82307,1
408,49,117276,0
409,39,58829,0
410,44,76604,0
411,28,144723,1
412,43,103415,1
413,56,135352,1
414,51,117852,1
415,23,136808,1
416,20,26140,0
417,57,149801,1
418,56,94536,0
419,22,90545,1
420,58,26845,1
421,54,26816,0
422,22,50742,1
423,43,69288,1
424,63,142622,0
425,59,32965,0
426,42,109151,0
427,36,133407,1
428,36,43963,0
429,60,50975,0
430,24,37407,1
431,51,127815,1
432,41,97025,0
433,53,109169,0
434,50,54659,1
435,66,94824,0
436,30,108842,1
437,69,75568,0
438,30,121000,1
439,29,100225,1
440,40,98485,0
441,31,97332,0
442,32,54750,1
443,38,31524,0
444,60,58389,1
445,63,120970,1
446,37,75002,1
447,54,134180,0
448,50,67665,0
449,38,21050,0
450,40,98494,0
451,50,97041,0
452,69,70210,1
453,53,115802,0
454,35,96554,0
455,63,59627,0
456,65,47853,1
457,67,99722,1
458,36,119404,1
459,48,119930,1
460,41,67990,1
461,20,146140,0
462,69,36269,1
463,27,36581,0
464,45,140857,0
465,19,60334,0
466,49,119490,0
467,32,92650,1
468,45,80571,1
469,64,93666,1
470,66,59392,0
471,49,38614,0
472,44,81211,0
473,68,45380,1
474,25,74406,0
475,69,82344,1
476,40,118117,1
477,43,31320,0
478,69,69375,1
479,20,128316,0
480,62,79471,1
481,29,54294,1
482,36,31854,0
483,57,92994,0
484,62,100870,0
485,55,138132,1
486,33,69892,0
487,41,115018,0
488,52,110912,0
489,54,31895,1
490,41,26390,0
491,18,38153,0
492,44,91639,1
493,68,134505,1
494,44,77158,1
495,54,41550,0
496,60,35966,1
497,31,71107,1
498,37,114345,0
499,34,85839,1
500,54,47747,1
501,54,107513,1
502,60,72184,0
503,48,122511,0
504,18,147803,1
505,38,145304,0
506,36,148252,1
507,49,58508,0
508,69,96908,0
509,43,118953,0
510,38,127983,0
511,66,93670,1
512,19,65527,1
513,58,101083,0
514,47,35830,0
515,22,106538,0
516,48,51703,1
517,23,24022,0
518,57,23408,0
519,42,105310,1
520,50,120872,0
521,47,127592,1
522,65,47185,0
523,66,128057,0
524,65,120926,1
525,41,31256,0
526,46,86692,0
527,25,102072,1
528,46,48258,1
529,39,80949,1
530,64,68741,1
531,22,116384,0
532,24,31696,1
533,46,79871,0
534,66,138288,0
535,67,106221,1
536,27,130902,1
537,53,144548,1
538,25,100940,1
539,20,41413,1
540,61,118527,1
541,33,135367,1
542,34,133196,0
543,21,65449,1
544,26,118061,0
545,36,114237,1
546,64,80990,0
547,48,115737,1
548,44,111969,1
549,49,58087,1
550,29,67080,1
551,29,102502,1
552,56,56017,1
553,52,94888,0
554,52,64022,0
555,67,52736,1
556,33,92972,1
557,48,57017,0
558,30,66834,0
559,26,76809,0
560,20,92782,0
561,42,26047,0
562,29,135374,1
563,51,98149,0
564,47,75247,1
565,51,52950,1
566,56,146504,1
567,50,48466,0
568,59,67180,0
569,46,129524,0
570,61,61992,1
571,63,97122,0
572,32,103630,1
573,66,54897,0
574,33,130306,0
575,62,96564,1
576,48,60549,1
577,23,101470,0
578,34,53744,1
579,51,112156,1
580,53,110050,0
581,46,87055,1
582,64,21421,0
583,45,48937,1
584,62,51978,1
585,30,128563,0
586,33,106370,1
587,40,112980,1
588,45,48882,0
589,65,64130,1
590,28,129515,1
591,63,138429,1
592,35,21620,1
593,26,92287,1
594,65,133017,1
595,48,36337,1
596,53,114381,1
597,60,105015,1
598,56,45776,0
599,69,63137,0
600,63,137520,1
601,23,68841,1
602,28,59835,1
603,39,64802,0
604,27,48004,1
605,61,123350,0
606,39,74990,1
607,55,20589,0
608,28,118453,1
609,55,132547,1
610,48,74085,0
611,57,45934,1
612,37,27448,1
613,54,50882,1
614,63,56783,0
615,29,83175,0
616,31,129614,1
617,56,138362,0
618,23,79445,1
619,42,130103,1
620,57,103037,0
621,48,37122,0
622,19,83971,1
623,51,80857,0
624,44,32093,1
625,62,36676,1
626,24,60233,0
627,27,129366,0
628,50,100221,1
629,59,76997,0
630,66,51744,0
631,26,126679,1
632,20,38528,1
633,31,105040,0
634,60,136380,1
635,30,110225,1
636,58,146575,0
637,37,36006,1
638,58,39333,1
639,60,63629,1
640,54,88392,0
641,47,51814,1
642,59,113040,0
643,34,27552,1
644,56,38043,1
645,35,78597,1
646,48,80111,1
647,63,103672,0
648,33,33171,0
649,57,83019,1
650,26,24721,1
651,56,34104,1
652,20,145865,0
653,41,56166,1
654,55,124933,1
655,19,36481,1
656,61,116724,1
657,52,39840,0
658,62,34047,1
659,50,92559,1
660,46,52533,0
661,46,82397,0
662,43,142924,1
663,56,45771,0
664,47,118277,1
665,36,88342,1
666,63,78678,0
667,58,67768,1
668,54,35831,1
669,61,119581,1
670,61,58319,1
671,26,140513,0
672,51,74698,0
673,48,81685,1
674,57,64506,0
675,27,81063,0
676,31,66885,1
677,24,31739,0
678,63,108350,0
679,61,43558,0
680,44,106794,0
681,51,33168,0
682,33,93190,1
683,46,83941,0
684,40,102608,1
685,61,27589,1
686,64,90784,0
687,18,130450,1
688,63,24686,1
689,37,124345,1
690,19,149217,1
691,61,91000,1
692,69,121237,1
693,35,52255,0
694,34,93340,1
695,38,114321,0
696,34,90863,1
697,61,130859,0
698,22,98978,1
699,39,130915,1
700,52,121025,1
701,33,67885,1
702,47,101528,1
703,22,55401,0
704,48,129013,0
705,60,116685,0
706,39,138739,0
707,18,99840,0
708,20,92002,0
709,54,45989,1
710,33,134272,1
711,67,92697,0
712,35,115323,0
713,30,96069,0
714,36,66750,0
715,24,142342,1
716,30,112568,1
717,23,64826,0
718,37,34605,0
719,60,40821,0
720,61,60197,1
721,39,101297,0
722,43,148242,1
723,65,137224,1
724,27,134404,1
725,41,104411,0
726,34,88368,0
727,26,56561,1
728,60,34666,0
729,66,85947,1
730,24,72388,0
731,33,134480,0
732,53,30839,1
733,54,29458,0
734,60,116438,1
735,51,107560,1
736,43,31628,0
737,24,31528,0
738,18,29394,0
739,54,83488,0
740,39,68220,0
741,48,91263,0
742,67,37219,1
743,32,105650,1
744,36,105832,1
745,33,34368,0
746,30,132479,1
747,29,114901,0
748,20,136903,0
749,56,115956,0
750,54,89805,1
751,67,46397,0
752,47,132199,0
753,33,52304,0
754,68,64588,1
755,51,130787,1
756,67,120374,0
757,28,98850,1
758,66,88821,1
759,22,125276,1
760,47,63273,0
761,53,40305,1
762,55,25079,1
763,51,27140,0
764,55,123966,1
765,20,60089,1
766,43,141425,1
767,20,51644,1
768,52,117335,0
769,55,46496,0
770,26,98096,1
771,18,133860,1
772,34,35702,1
773,33,71052,1
774,41,26442,0
775,50,110158,0
776,66,68750,1
777,20,57492,0
778,35,71737,1
779,20,114443,0
780,39,61659,1
781,24,116722,1
782,30,51518,0
783,41,89143,1
784,67,39808,0
785,57,56745,1
786,69,38586,1
787,41,45443,1
788,57,36850,0
789,20,69704,0
790,18,92515,0
791,62,51142,0
792,29,73241,1
793,53,133874,0
794,21,149980,1
795,69,27525,0
796,52,89127,0
797,58,123739,0
798,31,121068,0
799,25,140636,1
800,47,50206,0
801,51,123349,1
802,60,55276,0
803,61,132170,1
804,47,116746,1
805,67,118686,1
806,51,67487,1
807,27,97054,0
808,18,148978,1
809,34,136832,0
810,28,79457,1
811,61,98781,1
812,29,117415,0
813,29,37846,0
814,68,124599,1
815,42,44116,1
816,43,53679,1
817,65,20552,0
818,52,99629,0
819,50,71300,0
820,55,80258,1
821,45,33679,0
822,33,74607,0
823,20,88061,0
824,30,129634,0
825,45,118956,0
826,62,33497,1
827,66,43191,1
828,19,72188,1
829,61,24670,0
830,27,103795,1
831,31,61120,0
832,54,61028,1
833,63,45944,1
834,58,87598,0
835,66,77340,1
836,33,133578,0
837,55,127370,0
838,46,112382,0
839,30,145412,1
840,20,90085,1
841,67,80635,1
842,57,125589,1
843,28,24023,1
844,60,33328,1
845,68,102948,0
846,35,99324,0
847,62,97840,0
848,58,143489,1
849,63,90506,1
850,62,106732,0
851,33,136921,1
852,57,140315,0
853,23,79679,1
854,37,103780,1
855,55,49336,0
856,59,103121,0
857,68,79259,0
858,19,23265,1
859,64,127887,0
860,64,74937,0
861,60,36821,0
862,20,31841,1
863,53,30953,0
864,61,61973,0
865,50,114765,0
866,40,106587,0
867,20,24434,1
868,63,67114,0
869,21,79329,0
870,40,139208,0
871,44,85351,0
872,27,109439,1
873,22,81372,1
874,69,130470,0
875,69,109517,0
876,46,104721,1
877,28,106574,0
878,19,72003,0
879,39,75351,1
880,65,100564,1
881,59,76244,1
882,18,77249,0
883,28,73589,1
884,25,135384,1
885,68,115158,1
886,68,127027,0
887,54,122402,0
888,35,63905,1
889,28,138057,0
890,51,51024,0
891,29,48916,1
892,23,52530,0
893,26,107764,0
894,19,145723,0
895,29,142182,0
896,63,38761,1
897,43,58642,0
898,56,115138,1
899,37,116748,1
900,32,128610,0
901,28,66234,1
902,63,130293,1
903,42,50407,0
904,34,138771,1
905,37,87601,1
906,46,124180,0
907,20,112118,0
908,48,146898,0
909,22,98894,0
910,59,89401,1
911,37,129834,0
912,48,40072,1
913,43,119182,0
914,63,114216,0
915,41,96315,0
916,22,88551,1
917,60,94330,1
918,40,71815,1
919,50,95664,1
920,29,110747,1
921,59,42070,1
922,26,50673,0
923,62,63809,1
924,45,39148,1
925,56,33308,0
926,32,24759,1
927,25,116718,1
928,44,116887,0
929,32,55680,0
930,20,148384,0
931,30,106866,1
932,28,25714,1
933,54,93481,0
934,22,119788,0
935,37,78624,1
936,59,102312,1
937,56,78906,1
938,26,66165,0
939,64,45178,0
940,48,36769,0
941,69,110809,1
942,36,77995,1
943,37,78602,1
944,64,88141,0
945,27,46553,0
946,23,57069,0
947,25,47490,1
948,36,148825,1
949,27,30283,0
950,24,140063,1
951,28,91540,1
952,60,80436,1
953,29,49172,0
954,36,119289,1
955,68,40830,1
956,23,145691,1
957,39,114179,1
958,59,118531,1
959,52,98695,0
960,51,30991,1
961,32,37901,0
962,47,116227,1
963,49,141841,1
964,45,57589,1
965,41,144907,1
966,36,53644,0
967,46,87627,1
968,39,51637,1
969,35,127754,1
970,65,130484,0
971,43,34385,1
972,18,125538,0
973,22,34859,0
974,31,83199,1
975,41,149702,1
976,18,44409,1
977,25,69299,1
978,58,106713,0
979,57,68825,0
980,56,95054,0
981,37,104639,0
982,27,125159,0
983,43,70818,1
984,29,129740,0
985,61,43114,1
986,64,114673,1
987,63,96352,0
988,38,144844,0
989,55,86965,1
990,18,53658,1
991,37,137236,1
992,69,81151,1
993,25,142045,0
994,30,113825,0
995,41,36383,0
996,33,126709,1
997,27,78327,0
998,60,87985,0
999,51,44064,0
1000,55,85326,1
1001,44,110427,0
1002,55,105280,0
1003,58,77582,0
1004,40,32703,1
1005,46,124016,1
1006,60,79836,0
1007,60,27322,1
1008,56,75191,1
1009,69,114470,1
1010,56,115386,1
1011,24,145917,0
1012,64,33740,0
1013,23,148163,1
1014,51,58734,0
1015,50,149634,0
1016,31,93630,0
1017,40,24675,0
1018,54,147385,1
1019,38,20768,1
1020,40,21515,1
1021,32,125441,0
1022,61,149313,1
1023,40,121339,0
1024,66,148636,0
1025,41,86452,1
1026,25,59199,1
1027,39,143189,1
1028,55,37657,1
1029,58,149070,1
1030,20,72354,0
1031,39,126045,0
1032,18,115841,0
1033,33,109031,1
1034,58,26687,1
1035,27,109478,1
1036,52,98969,0
1037,61,134148,0
1038,48,92608,0
1039,36,30206,1
1040,51,62558,1
1041,35,140790,0
1042,61,144830,1
1043,20,97130,0
1044,23,143909,1
1045,60,37223,1
1046,40,99048,1
1047,30,74023,1
1048,19,48978,0
1049,54,141608,0
1050,53,119430,1
1051,64,50210,1
1052,34,39085,0
1053,56,137603,1
1054,34,102539,0
1055,59,111259,1
1056,46,110247,1
1057,40,66836,1
1058,67,43563,1
1059,38,124407,0
1060,26,83420,0
1061,27,76766,0
1062,48,41821,0
1063,26,73753,1
1064,64,61660,1
1065,40,140353,1
1066,56,27221,0
1067,36,58549,1
1068,55,85422,1
1069,30,44837,1
1070,28,132129,1
1071,40,79395,0
1072,20,120674,0
1073,57,42180,0
1074,55,93414,0
1075,50,54333,0
1076,57,89320,1
1077,56,96206,0
1078,29,45290,0
1079,40,38549,0
1080,28,124085,0
1081,58,59154,1
1082,46,104746,0
1083,29,138947,1
1084,59,149657,0
1085,54,89449,0
1086,29,74511,1
1087,52,66395,0
1088,65,97456,0
1089,22,31025,1
1090,26,80262,1
1091,43,118878,1
1092,68,117900,0
1093,55,120944,0
1094,22,37650,1
1095,18,60149,0
1096,49,100378,1
1097,69,23138,0
1098,45,29409,1
1099,27,146860,0
1100,48,49705,0
1101,37,70270,0
1102,56,67907,1
1103,22,66664,0
1104,34,42679,1
1105,38,133458,0
1106,53,33716,1
1107,37,143708,0
1108,52,103892,0
1109,34,99273,1
1110,60,43358,1
1111,64,110593,0
1112,27,139663,0
1113,18,141596,0
1114,61,46135,1
1115,51,108884,1
1116,67,85930,0
1117,23,119139,1
1118,54,68635,1
1119,40,81828,0
1120,44,96401,0
1121,21,124404,1
1122,62,102260,0
1123,57,51324,0
1124,21,73433,1
1125,23,133494,1
1126,44,72682,0
1127,31,124309,1
1128,61,118837,1
1129,64,93652,0
1130,23,42851,1
1131,66,93949,1
1132,53,42209,0
1133,41,81700,1
1134,69,43677,1
1135,43,74216,0
1136,33,113776,0
1137,50,53992,0
1138,37,130153,0
1139,25,82339,0
1140,22,119814,1
1141,24,68501,0
1142,46,32627,1
1143,19,126938,0
1144,62,85130,0
1145,47,118439,0
1146,20,114822,0
1147,33,32408,0
1148,58,44059,0
1149,32,34898,1
1150,21,127567,0
1151,28,53965,0
1152,49,51461,0
1153,50,77198,1
1154,53,101267,1
1155,52,85893,0
1156,69,46678,0
1157,41,110743,1
1158,19,22087,1
1159,68,145510,1
1160,66,132451,0
1161,56,43689,1
1162,36,25343,1
1163,20,75352,1
1164,52,63086,0
1165,45,48921,1
1166,30,81985,0
1167,26,129435,1
1168,42,140698,1
1169,50,22802,0
1170,46,50500,1
1171,68,48254,0
1172,56,89175,0
1173,68,65138,0
1174,43,136289,0
1175,39,81481,1
1176,40,84744,0
1177,31,72025,0
1178,38,131702,1
1179,52,84472,0
1180,26,116443,1
1181,54,103940,0
1182,29,148528,0
1183,31,37886,1
1184,39,31491,0
1185,26,108292,0
1186,35,102567,0
1187,61,91192,1
1188,54,77730,0
1189,36,108201,0
1190,21,145180,0
1191,64,107393,0
1192,55,48403,0
1193,44,141108,1
1194,51,32386,1
1195,39,100705,0
1196,54,39247,0
1197,52,39342,1
1198,37,76615,0
1199,47,86893,0
1200,27,106948,1
1201,20,46424,1
1202,21,35326,0
1203,54,21885,1
1204,26,130760,1
1205,52,72978,0
1206,67,101128,0
1207,31,64724,1
1208,27,144054,1
1209,53,107330,0
1210,44,65483,0
1211,62,44935,0
1212,19,108358,0
1213,40,53563,0
1214,18,56112,0
1215,69,73612,1
1216,39,113010,1
1217,34,82654,0
1218,37,114735,1
1219,37,22739,1
1220,46,26017,1
1221,38,84006,0
1222,33,76168,0
1223,53,72130,1
1224,26,123997,1
1225,64,119742,0
1226,33,105687,1
1227,38,35645,1
1228,22,40526,1
1229,45,90079,0
1230,31,119127,1
1231,40,126435,1
1232,28,87433,0
1233,43,124830,0
1234,28,91104,1
1235,39,27199,0
1236,59,93028,1
1237,33,64365,1
1238,62,116636,0
1239,64,71273,0
1240,64,130110,1
1241,58,87446,0
1242,20,132571,0
1243,25,74328,0
1244,29,90844,1
1245,27,139642,0
1246,18,132573,0
1247,37,101750,0
1248,32,35968,1
1249,32,92799,0
1250,30,63132,1
1251,56,74390,0
1252,69,144060,0
1253,61,121888,0
1254,32,71659,1
1255,62,124037,1
1256,51,46829,1
1257,44,24903,0
1258,42,25600,0
1259,67,84080,1
1260,40,110302,1
1261,40,78670,0
1262,28,134444,0
1263,19,100923,1
1264,54,53546,1
1265,22,50207,1
1266,45,117762,1
1267,43,115242,1
1268,30,125370,0
1269,60,58150,0
1270,64,129501,0
1271,51,110543,0
1272,67,24083,1
1273,18,44162,0
1274,28,68138,0
1275,68,57863,1
1276,46,22039,1
1277,63,30285,0
1278,57,25084,0
1279,56,50667,1
1280,18,32892,1
1281,60,49097,1
1282,46,129737,0
1283,21,121970,1
1284,38,120675,1
1285,23,50746,0
1286,62,67372,1
1287,56,141851,1
1288,42,122807,1
1289,43,28744,1
1290,25,132118,1
1291,39,108272,1
1292,20,43390,0
1293,49,25383,1
1294,32,23231,0
1295,65,112444,0
1296,55,92184,1
1297,36,148152,0
1298,20,25766,1
1299,58,92429,1
1300,38,28745,0
1301,53,34339,1
1302,29,80284,0
1303,59,132407,0
1304,50,77175,1
1305,44,136010,1
1306,21,141707,1
1307,54,49516,1
1308,51,136867,0
1309,22,61242,1
1310,36,83468,0
1311,29,112577,0
1312,64,98091,1
1313,23,118800,0
1314,37,64932,0
1315,61,125325,0
1316,48,97544,0
1317,68,72867,0
1318,36,47307,0
1319,57,25080,0
1320,49,120613,0
1321,64,141196,1
1322,66,99852,0
1323,50,49590,1
1324,69,126361,1
1325,33,36379,0
1326,45,60407,1
1327,53,137657,0
1328,65,131247,0
1329,40,36112,1
1330,34,75338,1
1331,28,67601,1
1332,33,38757,0
1333,30,64898,1
1334,41,37496,0
1335,45,122605,0
1336,57,35332,0
1337,61,68395,1
1338,27,133055,1
1339,55,131160,1
1340,48,130973,0
1341,22,64480,0
1342,50,42789,0
1343,66,133515,0
1344,29,41536,1
1345,65,111216,1
1346,28,34383,0
1347,25,142364,0
1348,29,92769,1
1349,64,80737,1
1350,44,22475,0
1351,66,48843,1
1352,47,144854,1
1353,45,35741,0
1354,44,34076,1
1355,27,118314,1
1356,52,112127,1
1357,65,137943,1
1358,27,55966,1
1359,46,66570,0
1360,26,120002,1
1361,20,143414,1
1362,60,124706,1
1363,46,108707,0
1364,43,21409,1
1365,68,26523,1
1366,24,109396,0
1367,22,117887,1
1368,20,137821,1
1369,47,74004,1
1370,34,34423,0
1371,67,117540,0
1372,32,64745,1
1373,29,130100,1
1374,47,90831,0
1375,60,102999,1
1376,31,134546,0
1377,67,26743,1
1378,45,127008,0
1379,55,22690,1
1380,20,118374,0
1381,60,106245,0
1382,62,73784,1
1383,43,45031,0
1384,35,20692,1
1385,41,81501,1
1386,39,148786,0
1387,49,140424,0
1388,26,66542,0
1389,63,22667,0
1390,38,74177,0
1391,46,140972,1
1392,29,142084,1
1393,64,112701,1
1394,41,141160,0
1395,41,142262,0
1396,19,35354,0
1397,64,88043,0
1398,32,62252,1
1399,29,65321,1
1400,52,134804,1
1401,60,117773,1
1402,62,83269,1
1403,33,137168,1
1404,34,81169,0
1405,67,127576,0
1406,43,76023,1
1407,29,116703,0
1408,42,149351,0
1409,44,124368,1
1410,58,25142,1
1411,52,24993,1
1412,37,47013,1
1413,61,28872,0
1414,22,60628,1
1415,21,30316,0
1416,67,21069,1
1417,20,34005,1
1418,21,130199,1
1419,54,127236,1
1420,22,24106,0
1421,46,115723,1
1422,21,124047,1
1423,59,145094,1
1424,37,39199,1
1425,59,76656,1
1426,38,54490,1
1427,22,62979,1
1428,59,148895,1
1429,25,75993,0
1430,68,102041,1
1431,63,102030,1
1432,18,82633,0
1433,65,111045,0
1434,24,46019,0
1435,34,125845,0
1436,42,103226,1
1437,23,74037,0
1438,46,97573,0
1439,67,25960,0
1440,53,61991,0
1441,63,48410,1
1442,52,82224,0
1443,50,114931,0
1444,28,144650,0
1445,32,34622,0
1446,51,136536,1
1447,42,79016,1
1448,36,50246,0
1449,52,137980,1
1450,35,76368,1
1451,18,34436,1
1452,40,115299,1
1453,61,140050,0
1454,53,107039,0
1455,49,46578,0
1456,29,23528,0
1457,36,126675,0
1458,18,143136,0
1459,52,132008,1
1460,49,57168,0
1461,39,149499,1
1462,39,126684,0
1463,63,71366,1
1464,37,41788,1
1465,65,44552,1
1466,40,146504,1
1467,21,61818,1
1468,50,143266,0
1469,52,37489,0
1470,27,109288,1
1471,25,34574,1
1472,36,34805,1
1473,61,71437,0
1474,25,62170,1
1475,49,25221,0
1476,41,138363,0
1477,64,129195,0
1478,51,69532,1
1479,26,56212,0
1480,53,43436,0
1481,61,40795,1
1482,48,117714,1
1483,27,42133,1
1484,33,101869,0
1485,35,109052,1
1486,48,78113,0
1487,49,122530,0
1488,43,56051,0
1489,26,35095,0
1490,55,135881,0
1491,63,126056,0
1492,40,63436,1
1493,32,90911,0
1494,58,71909,1
1495,52,57158,0
1496,35,79169,0
1497,30,68223,1
